example,group,subject,speed_bin,n_train,test_frames,n_delays,rank_requested,rank_fit,stabilize,smooth_window,nrmse,rmse,amplitude_ratio,tail_amplitude_ratio,horizon,stride_frequency,spectral_radius
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,120,120,true,21,0.9311466942729956,0.1823189817889815,0.4361366907988649,0.4044294771755828,78,3.859649122807017,0.9835802968530116
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,120,120,false,0,1.0336862714299908,0.2754290538767307,0.4159611228834171,0.07632585922501613,78,3.859649122807017,0.980055094045351
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,120,120,false,7,1.0328135742057982,0.26857140143614433,0.45944964568035435,0.19836280700528325,78,3.859649122807017,0.9799408675313294
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,120,120,false,11,0.9698976100415886,0.24028334408296226,0.38141726533823517,0.13882384278291207,78,3.859649122807017,0.981917610455676
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,120,120,false,15,1.039775358766702,0.23973637952954965,0.4152380928894274,0.27456387335430155,78,3.859649122807017,0.9811033369387786
1,Cntnap_neg,OFT-0691-00,medium,91,285,52,120,120,false,21,0.9311466942730114,0.18231898178898462,0.43613669079880424,0.40442947717546934,78,3.859649122807017,0.9835802968530132
2,TSC_hom,OFT-0658-00,medium,95,279,8,10,10,true,0,0.9320692204524855,0.2741819806282854,0.2709184512696888,0.005266221015944938,220,0.7168458781362007,0.9667858104133334
2,TSC_hom,OFT-0658-00,medium,95,279,8,10,10,true,7,0.9318803888136353,0.26974499000870916,0.2828646118920393,0.007085957742466536,220,0.7168458781362007,0.9700722334543124
2,TSC_hom,OFT-0658-00,medium,95,279,8,10,10,true,11,0.9292486101699962,0.2605886905880338,0.3182617757548638,0.03506282018315112,220,0.7168458781362007,0.9870214088574809
2,TSC_hom,OFT-0658-00,medium,95,279,8,10,10,true,15,1.0120542609183667,0.2721955506284401,0.48110877946590713,0.18459224387184878,220,0.7168458781362007,0.9912486727522137
2,TSC_hom,OFT-0658-00,medium,95,279,8,10,10,true,21,1.0813686537053306,0.27012503384634323,0.42696600206208296,0.17548662809503748,220,0.7168458781362007,0.9919655412249171
2,TSC_hom,OFT-0658-00,medium,95,279,8,10,10,false,0,0.932069220452486,0.2741819806282855,0.2709184512696905,0.005266221015945295,220,0.7168458781362007,0.9667858104133344
2,TSC_hom,OFT-0658-00,medium,95,279,8,10,10,false,7,0.9318803888136361,0.2697449900087094,0.28286461189203926,0.007085957742466316,220,0.7168458781362007,0.9700722334543123
2,TSC_hom,OFT-0658-00,medium,95,279,8,10,10,false,11,0.9292486101699932,0.26058869058803297,0.31826177575486775,0.03506282018314891,220,0.7168458781362007,0.9870214088574804
2,TSC_hom,OFT-0658-00,medium,95,279,8,10,10,false,15,1.0120542609183578,0.2721955506284377,0.48110877946589153,0.1845922438718134,220,0.7168458781362007,0.9912486727522127
2,TSC_hom,OFT-0658-00,medium,95,279,8,10,10,false,21,1.0813686537053449,0.2701250338463468,0.4269660020620954,0.17548662809506985,220,0.7168458781362007,0.9919655412249166
2,TSC_hom,OFT-0658-00,medium,95,279,8,20,20,true,0,0.9538285508433177,0.28058281027997944,0.21473788589661721,0.005759412872674745,220,0.7168458781362007,0.972782681305283
2,TSC_hom,OFT-0658-00,medium,95,279,8,20,20,true,7,0.9533876495280639,0.27597054845609104,0.2359100027268105,0.001903865452519821,220,0.7168458781362007,0.9659523606085579
2,TSC_hom,OFT-0658-00,medium,95,279,8,20,20,true,11,0.9482928547319714,0.26592925790159216,0.5250397446611196,0.0935747206481668,220,0.7168458781362007,0.9843698731710745
2,TSC_hom,OFT-0658-00,medium,95,279,8,20,20,true,15,0.9859884938796396,0.2651850709677737,0.37247600450315344,0.04367958277607986,220,0.7168458781362007,0.9812068174964672
2,TSC_hom,OFT-0658-00,medium,95,279,8,20,20,true,21,0.967666005567141,0.2417222023313872,0.3947542906942209,0.08836083716610456,220,0.7168458781362007,0.9855613122392554
2,TSC_hom,OFT-0658-00,medium,95,279,8,20,20,false,0,0.9538285508433179,0.2805828102799795,0.21473788589661386,0.005759412872673806,220,0.7168458781362007,0.9727826813052837
2,TSC_hom,OFT-0658-00,medium,95,279,8,20,20,false,7,0.9533876495280648,0.2759705484560913,0.23591000272680765,0.0019038654525196162,220,0.7168458781362007,0.9659523606085577
2,TSC_hom,OFT-0658-00,medium,95,279,8,20,20,false,11,0.9482928547319756,0.26592925790159333,0.5250397446611176,0.09357472064816268,220,0.7168458781362007,0.9843698731710754
2,TSC_hom,OFT-0658-00,medium,95,279,8,20,20,false,15,0.9859884938796413,0.26518507096777416,0.3724760045031546,0.04367958277608307,220,0.7168458781362007,0.9812068174964677
2,TSC_hom,OFT-0658-00,medium,95,279,8,20,20,false,21,0.9676660055671429,0.24172220233138766,0.3947542906942352,0.08836083716612492,220,0.7168458781362007,0.9855613122392556
2,TSC_hom,OFT-0658-00,medium,95,279,8,40,32,true,0,0.9549168167429891,0.28090293982966813,0.20538216886147445,0.001802975305816643,220,0.7168458781362007,0.9651765372384727
2,TSC_hom,OFT-0658-00,medium,95,279,8,40,32,true,7,0.9512754282331151,0.27535913832348,0.24783496327857427,0.005877200578998971,220,0.7168458781362007,0.9716361436849285
2,TSC_hom,OFT-0658-00,medium,95,279,8,40,32,true,11,0.9390907327085587,0.2633487117458398,0.47213315006691675,0.09185900443214007,220,0.7168458781362007,0.9854388828182669
2,TSC_hom,OFT-0658-00,medium,95,279,8,40,32,true,15,0.9574158500402581,0.2575003579804351,0.3690268955107472,0.038942184296941545,220,0.7168458781362007,0.9804919717426587
2,TSC_hom,OFT-0658-00,medium,95,279,8,40,32,true,21,0.9311176908887646,0.23259246225089336,0.34482631420760934,0.05380424392822379,220,0.7168458781362007,0.9828688085062247
2,TSC_hom,OFT-0658-00,medium,95,279,8,40,32,false,0,0.9549168167429888,0.280902939829668,0.2053821688614768,0.0018029753058167986,220,0.7168458781362007,0.9651765372384742
2,TSC_hom,OFT-0658-00,medium,95,279,8,40,32,false,7,0.9512754282331156,0.2753591383234802,0.24783496327856638,0.005877200578997262,220,0.7168458781362007,0.9716361436849295
2,TSC_hom,OFT-0658-00,medium,95,279,8,40,32,false,11,0.9390907327085528,0.2633487117458381,0.4721331500669058,0.09185900443213146,220,0.7168458781362007,0.9854388828182674
2,TSC_hom,OFT-0658-00,medium,95,279,8,40,32,false,15,0.957415850040263,0.2575003579804364,0.3690268955107603,0.03894218429695018,220,0.7168458781362007,0.9804919717426598
2,TSC_hom,OFT-0658-00,medium,95,279,8,40,32,false,21,0.9311176908887728,0.23259246225089542,0.3448263142075912,0.05380424392820864,220,0.7168458781362007,0.9828688085062267
2,TSC_hom,OFT-0658-00,medium,95,279,8,60,32,true,0,0.9549168167429891,0.28090293982966813,0.20538216886147445,0.001802975305816643,220,0.7168458781362007,0.9651765372384727
2,TSC_hom,OFT-0658-00,medium,95,279,8,60,32,true,7,0.9512754282331151,0.27535913832348,0.24783496327857427,0.005877200578998971,220,0.7168458781362007,0.9716361436849285
2,TSC_hom,OFT-0658-00,medium,95,279,8,60,32,true,11,0.9390907327085587,0.2633487117458398,0.47213315006691675,0.09185900443214007,220,0.7168458781362007,0.9854388828182669
2,TSC_hom,OFT-0658-00,medium,95,279,8,60,32,true,15,0.9574158500402581,0.2575003579804351,0.3690268955107472,0.038942184296941545,220,0.7168458781362007,0.9804919717426587
2,TSC_hom,OFT-0658-00,medium,95,279,8,60,32,true,21,0.9311176908887646,0.23259246225089336,0.34482631420760934,0.05380424392822379,220,0.7168458781362007,0.9828688085062247
2,TSC_hom,OFT-0658-00,medium,95,279,8,60,32,false,0,0.9549168167429888,0.280902939829668,0.2053821688614768,0.0018029753058167986,220,0.7168458781362007,0.9651765372384742
2,TSC_hom,OFT-0658-00,medium,95,279,8,60,32,false,7,0.9512754282331156,0.2753591383234802,0.24783496327856638,0.005877200578997262,220,0.7168458781362007,0.9716361436849295
2,TSC_hom,OFT-0658-00,medium,95,279,8,60,32,false,11,0.9390907327085528,0.2633487117458381,0.4721331500669058,0.09185900443213146,220,0.7168458781362007,0.9854388828182674
2,TSC_hom,OFT-0658-00,medium,95,279,8,60,32,false,15,0.957415850040263,0.2575003579804364,0.3690268955107603,0.03894218429695018,220,0.7168458781362007,0.9804919717426598
2,TSC_hom,OFT-0658-00,medium,95,279,8,60,32,false,21,0.9311176908887728,0.23259246225089542,0.3448263142075912,0.05380424392820864,220,0.7168458781362007,0.9828688085062267
2,TSC_hom,OFT-0658-00,medium,95,279,8,80,32,true,0,0.9549168167429891,0.28090293982966813,0.20538216886147445,0.001802975305816643,220,0.7168458781362007,0.9651765372384727
2,TSC_hom,OFT-0658-00,medium,95,279,8,80,32,true,7,0.9512754282331151,0.27535913832348,0.24783496327857427,0.005877200578998971,220,0.7168458781362007,0.9716361436849285
2,TSC_hom,OFT-0658-00,medium,95,279,8,80,32,true,11,0.9390907327085587,0.2633487117458398,0.47213315006691675,0.09185900443214007,220,0.7168458781362007,0.9854388828182669
2,TSC_hom,OFT-0658-00,medium,95,279,8,80,32,true,15,0.9574158500402581,0.2575003579804351,0.3690268955107472,0.038942184296941545,220,0.7168458781362007,0.9804919717426587
2,TSC_hom,OFT-0658-00,medium,95,279,8,80,32,true,21,0.9311176908887646,0.23259246225089336,0.34482631420760934,0.05380424392822379,220,0.7168458781362007,0.9828688085062247
2,TSC_hom,OFT-0658-00,medium,95,279,8,80,32,false,0,0.9549168167429888,0.280902939829668,0.2053821688614768,0.0018029753058167986,220,0.7168458781362007,0.9651765372384742
2,TSC_hom,OFT-0658-00,medium,95,279,8,80,32,false,7,0.9512754282331156,0.2753591383234802,0.24783496327856638,0.005877200578997262,220,0.7168458781362007,0.9716361436849295
2,TSC_hom,OFT-0658-00,medium,95,279,8,80,32,false,11,0.9390907327085528,0.2633487117458381,0.4721331500669058,0.09185900443213146,220,0.7168458781362007,0.9854388828182674
2,TSC_hom,OFT-0658-00,medium,95,279,8,80,32,false,15,0.957415850040263,0.2575003579804364,0.3690268955107603,0.03894218429695018,220,0.7168458781362007,0.9804919717426598
2,TSC_hom,OFT-0658-00,medium,95,279,8,80,32,false,21,0.9311176908887728,0.23259246225089542,0.3448263142075912,0.05380424392820864,220,0.7168458781362007,0.9828688085062267
2,TSC_hom,OFT-0658-00,medium,95,279,8,120,32,true,0,0.9549168167429891,0.28090293982966813,0.20538216886147445,0.001802975305816643,220,0.7168458781362007,0.9651765372384727
2,TSC_hom,OFT-0658-00,medium,95,279,8,120,32,true,7,0.9512754282331151,0.27535913832348,0.24783496327857427,0.005877200578998971,220,0.7168458781362007,0.9716361436849285
2,TSC_hom,OFT-0658-00,medium,95,279,8,120,32,true,11,0.9390907327085587,0.2633487117458398,0.47213315006691675,0.09185900443214007,220,0.7168458781362007,0.9854388828182669
2,TSC_hom,OFT-0658-00,medium,95,279,8,120,32,true,15,0.9574158500402581,0.2575003579804351,0.3690268955107472,0.038942184296941545,220,0.7168458781362007,0.9804919717426587
2,TSC_hom,OFT-0658-00,medium,95,279,8,120,32,true,21,0.9311176908887646,0.23259246225089336,0.34482631420760934,0.05380424392822379,220,0.7168458781362007,0.9828688085062247
2,TSC_hom,OFT-0658-00,medium,95,279,8,120,32,false,0,0.9549168167429888,0.280902939829668,0.2053821688614768,0.0018029753058167986,220,0.7168458781362007,0.9651765372384742
2,TSC_hom,OFT-0658-00,medium,95,279,8,120,32,false,7,0.9512754282331156,0.2753591383234802,0.24783496327856638,0.005877200578997262,220,0.7168458781362007,0.9716361436849295
2,TSC_hom,OFT-0658-00,medium,95,279,8,120,32,false,11,0.9390907327085528,0.2633487117458381,0.4721331500669058,0.09185900443213146,220,0.7168458781362007,0.9854388828182674
2,TSC_hom,OFT-0658-00,medium,95,279,8,120,32,false,15,0.957415850040263,0.2575003579804364,0.3690268955107603,0.03894218429695018,220,0.7168458781362007,0.9804919717426598
2,TSC_hom,OFT-0658-00,medium,95,279,8,120,32,false,21,0.9311176908887728,0.23259246225089542,0.3448263142075912,0.05380424392820864,220,0.7168458781362007,0.9828688085062267
2,TSC_hom,OFT-0658-00,medium,95,279,13,10,10,true,0,1.017683279552232,0.299909537383603,0.3328401257089714,0.12688485993118545,220,0.7168458781362007,0.9916146057177412
2,TSC_hom,OFT-0658-00,medium,95,279,13,10,10,true,7,1.0276416782459337,0.2971564531103392,0.39426511140605625,0.18205249791636316,220,0.7168458781362007,0.9930598815954327
2,TSC_hom,OFT-0658-00,medium,95,279,13,10,10,true,11,1.114639612850358,0.3113481672819222,0.5168048150931783,0.3391701298647767,220,0.7168458781362007,0.9955933537671768
2,TSC_hom,OFT-0658-00,medium,95,279,13,10,10,true,15,1.2743578004835705,0.3413295429264163,0.6760733359448409,0.6501830991470668,220,0.7168458781362007,0.9987005320786653
2,TSC_hom,OFT-0658-00,medium,95,279,13,10,10,true,21,1.251683474754237,0.311869503754642,0.6404370209477315,0.653998358465515,220,0.7168458781362007,0.9990020172364269
2,TSC_hom,OFT-0658-00,medium,95,279,13,10,10,false,0,1.0176832795522297,0.2999095373836023,0.33284012570896826,0.12688485993118004,220,0.7168458781362007,0.9916146057177412
2,TSC_hom,OFT-0658-00,medium,95,279,13,10,10,false,7,1.027641678245927,0.2971564531103373,0.39426511140604414,0.18205249791634195,220,0.7168458781362007,0.9930598815954322
2,TSC_hom,OFT-0658-00,medium,95,279,13,10,10,false,11,1.1146396128503497,0.31134816728191994,0.516804815093166,0.3391701298647545,220,0.7168458781362007,0.9955933537671771
2,TSC_hom,OFT-0658-00,medium,95,279,13,10,10,false,15,1.2743578004836589,0.34132954292643997,0.6760733359449494,0.6501830991472973,220,0.7168458781362007,0.9987005320786653
2,TSC_hom,OFT-0658-00,medium,95,279,13,10,10,false,21,1.2516834747542633,0.31186950375464856,0.6404370209477624,0.6539983584655765,220,0.7168458781362007,0.9990020172364265
2,TSC_hom,OFT-0658-00,medium,95,279,13,20,20,true,0,0.9624238089606922,0.28362466507199013,0.46994271929912546,0.2082338556818939,220,0.7168458781362007,0.9911706647033774
2,TSC_hom,OFT-0658-00,medium,95,279,13,20,20,true,7,0.8899442446091098,0.25733938277532065,0.4700690825483096,0.09665437001005324,220,0.7168458781362007,0.9861993749065682
2,TSC_hom,OFT-0658-00,medium,95,279,13,20,20,true,11,1.0564293030917133,0.29508849639697937,0.5011192311408161,0.13281011340481563,220,0.7168458781362007,0.9853045702794857
2,TSC_hom,OFT-0658-00,medium,95,279,13,20,20,true,15,0.9804620333978333,0.26261122079638555,0.31305117081417727,0.024745262833589247,220,0.7168458781362007,0.9848475856578363
2,TSC_hom,OFT-0658-00,medium,95,279,13,20,20,true,21,1.0561950701192724,0.2631616051740814,0.3347011118265183,0.1193146738052935,220,0.7168458781362007,0.99007058394314
2,TSC_hom,OFT-0658-00,medium,95,279,13,20,20,false,0,0.9624238089606756,0.28362466507198525,0.469942719299091,0.20823385568184077,220,0.7168458781362007,0.9911706647033764
2,TSC_hom,OFT-0658-00,medium,95,279,13,20,20,false,7,0.8899442446091137,0.25733938277532176,0.47006908254833196,0.09665437001008198,220,0.7168458781362007,0.9861993749065692
2,TSC_hom,OFT-0658-00,medium,95,279,13,20,20,false,11,1.0564293030917302,0.29508849639698403,0.5011192311408423,0.13281011340484797,220,0.7168458781362007,0.9853045702794856
2,TSC_hom,OFT-0658-00,medium,95,279,13,20,20,false,15,0.9804620333978302,0.2626112207963847,0.3130511708141688,0.024745262833580604,220,0.7168458781362007,0.984847585657836
2,TSC_hom,OFT-0658-00,medium,95,279,13,20,20,false,21,1.056195070119276,0.26316160517408227,0.33470111182652185,0.11931467380530202,220,0.7168458781362007,0.9900705839431402
2,TSC_hom,OFT-0658-00,medium,95,279,13,40,40,true,0,0.9765912469550284,0.2877997850333417,0.36554628191318184,0.09388056354430843,220,0.7168458781362007,0.9870609749660197
2,TSC_hom,OFT-0658-00,medium,95,279,13,40,40,true,7,0.9480665368740272,0.2741462275945826,0.4975015154589261,0.09126375499399238,220,0.7168458781362007,0.9851733390060838
2,TSC_hom,OFT-0658-00,medium,95,279,13,40,40,true,11,0.9512719294692097,0.2657152755136638,0.3366215633572242,0.043273979882971346,220,0.7168458781362007,0.9823364952159489
2,TSC_hom,OFT-0658-00,medium,95,279,13,40,40,true,15,0.9703231242394251,0.25989557121390666,0.35150781891637606,0.05502085527502778,220,0.7168458781362007,0.9832841436551962
2,TSC_hom,OFT-0658-00,medium,95,279,13,40,40,true,21,0.9875255617087043,0.24605190776013736,0.33410035233397717,0.06765055002876626,220,0.7168458781362007,0.983998104895733
2,TSC_hom,OFT-0658-00,medium,95,279,13,40,40,false,0,0.9765912469550201,0.28779978503333925,0.36554628191315675,0.09388056354427592,220,0.7168458781362007,0.9870609749660193
2,TSC_hom,OFT-0658-00,medium,95,279,13,40,40,false,7,0.9480665368740203,0.2741462275945806,0.497501515458924,0.09126375499398644,220,0.7168458781362007,0.9851733390060838
2,TSC_hom,OFT-0658-00,medium,95,279,13,40,40,false,11,0.9512719294692007,0.2657152755136613,0.3366215633572248,0.04327397988296847,220,0.7168458781362007,0.9823364952159486
2,TSC_hom,OFT-0658-00,medium,95,279,13,40,40,false,15,0.9703231242394309,0.2598955712139082,0.35150781891636723,0.05502085527501463,220,0.7168458781362007,0.9832841436551949
2,TSC_hom,OFT-0658-00,medium,95,279,13,40,40,false,21,0.9875255617087104,0.24605190776013885,0.3341003523339889,0.0676505500287751,220,0.7168458781362007,0.983998104895734
2,TSC_hom,OFT-0658-00,medium,95,279,13,60,52,true,0,0.9819335432598062,0.2893741506984993,0.3704805689517375,0.09112688986894052,220,0.7168458781362007,0.9867133555773191
2,TSC_hom,OFT-0658-00,medium,95,279,13,60,52,true,7,0.9634849319060441,0.2786046644966248,0.4714407541740893,0.08952178451149517,220,0.7168458781362007,0.9852246433748646
2,TSC_hom,OFT-0658-00,medium,95,279,13,60,52,true,11,0.9211640397062407,0.25730534983871384,0.3597305329976859,0.04304203324149803,220,0.7168458781362007,0.9821159936543451
2,TSC_hom,OFT-0658-00,medium,95,279,13,60,52,true,15,0.9636071076664154,0.25809672408770573,0.334748369372145,0.042464907657784566,220,0.7168458781362007,0.9818343161596952
2,TSC_hom,OFT-0658-00,medium,95,279,13,60,52,true,21,0.9779758511618736,0.2436725015050333,0.3207150087090736,0.0469176110287727,220,0.7168458781362007,0.9813966079290405
2,TSC_hom,OFT-0658-00,medium,95,279,13,60,52,false,0,0.9819335432598074,0.2893741506984997,0.3704805689517337,0.09112688986893526,220,0.7168458781362007,0.9867133555773182
2,TSC_hom,OFT-0658-00,medium,95,279,13,60,52,false,7,0.9634849319060357,0.27860466449662236,0.47144075417405773,0.08952178451146388,220,0.7168458781362007,0.9852246433748636
2,TSC_hom,OFT-0658-00,medium,95,279,13,60,52,false,11,0.921164039706254,0.25730534983871756,0.35973053299767765,0.043042033241491105,220,0.7168458781362007,0.9821159936543431
2,TSC_hom,OFT-0658-00,medium,95,279,13,60,52,false,15,0.9636071076664194,0.2580967240877068,0.33474836937214814,0.04246490765779005,220,0.7168458781362007,0.9818343161596976
2,TSC_hom,OFT-0658-00,medium,95,279,13,60,52,false,21,0.9779758511618708,0.24367250150503264,0.3207150087090518,0.046917611028762365,220,0.7168458781362007,0.9813966079290415
2,TSC_hom,OFT-0658-00,medium,95,279,13,80,52,true,0,0.9819335432598062,0.2893741506984993,0.3704805689517375,0.09112688986894052,220,0.7168458781362007,0.9867133555773191
2,TSC_hom,OFT-0658-00,medium,95,279,13,80,52,true,7,0.9634849319060441,0.2786046644966248,0.4714407541740893,0.08952178451149517,220,0.7168458781362007,0.9852246433748646
2,TSC_hom,OFT-0658-00,medium,95,279,13,80,52,true,11,0.9211640397062407,0.25730534983871384,0.3597305329976859,0.04304203324149803,220,0.7168458781362007,0.9821159936543451
2,TSC_hom,OFT-0658-00,medium,95,279,13,80,52,true,15,0.9636071076664154,0.25809672408770573,0.334748369372145,0.042464907657784566,220,0.7168458781362007,0.9818343161596952
2,TSC_hom,OFT-0658-00,medium,95,279,13,80,52,true,21,0.9779758511618736,0.2436725015050333,0.3207150087090736,0.0469176110287727,220,0.7168458781362007,0.9813966079290405
2,TSC_hom,OFT-0658-00,medium,95,279,13,80,52,false,0,0.9819335432598074,0.2893741506984997,0.3704805689517337,0.09112688986893526,220,0.7168458781362007,0.9867133555773182
2,TSC_hom,OFT-0658-00,medium,95,279,13,80,52,false,7,0.9634849319060357,0.27860466449662236,0.47144075417405773,0.08952178451146388,220,0.7168458781362007,0.9852246433748636
2,TSC_hom,OFT-0658-00,medium,95,279,13,80,52,false,11,0.921164039706254,0.25730534983871756,0.35973053299767765,0.043042033241491105,220,0.7168458781362007,0.9821159936543431
2,TSC_hom,OFT-0658-00,medium,95,279,13,80,52,false,15,0.9636071076664194,0.2580967240877068,0.33474836937214814,0.04246490765779005,220,0.7168458781362007,0.9818343161596976
2,TSC_hom,OFT-0658-00,medium,95,279,13,80,52,false,21,0.9779758511618708,0.24367250150503264,0.3207150087090518,0.046917611028762365,220,0.7168458781362007,0.9813966079290415
2,TSC_hom,OFT-0658-00,medium,95,279,13,120,52,true,0,0.9819335432598062,0.2893741506984993,0.3704805689517375,0.09112688986894052,220,0.7168458781362007,0.9867133555773191
2,TSC_hom,OFT-0658-00,medium,95,279,13,120,52,true,7,0.9634849319060441,0.2786046644966248,0.4714407541740893,0.08952178451149517,220,0.7168458781362007,0.9852246433748646
2,TSC_hom,OFT-0658-00,medium,95,279,13,120,52,true,11,0.9211640397062407,0.25730534983871384,0.3597305329976859,0.04304203324149803,220,0.7168458781362007,0.9821159936543451
2,TSC_hom,OFT-0658-00,medium,95,279,13,120,52,true,15,0.9636071076664154,0.25809672408770573,0.334748369372145,0.042464907657784566,220,0.7168458781362007,0.9818343161596952
2,TSC_hom,OFT-0658-00,medium,95,279,13,120,52,true,21,0.9779758511618736,0.2436725015050333,0.3207150087090736,0.0469176110287727,220,0.7168458781362007,0.9813966079290405
2,TSC_hom,OFT-0658-00,medium,95,279,13,120,52,false,0,0.9819335432598074,0.2893741506984997,0.3704805689517337,0.09112688986893526,220,0.7168458781362007,0.9867133555773182
2,TSC_hom,OFT-0658-00,medium,95,279,13,120,52,false,7,0.9634849319060357,0.27860466449662236,0.47144075417405773,0.08952178451146388,220,0.7168458781362007,0.9852246433748636
2,TSC_hom,OFT-0658-00,medium,95,279,13,120,52,false,11,0.921164039706254,0.25730534983871756,0.35973053299767765,0.043042033241491105,220,0.7168458781362007,0.9821159936543431
2,TSC_hom,OFT-0658-00,medium,95,279,13,120,52,false,15,0.9636071076664194,0.2580967240877068,0.33474836937214814,0.04246490765779005,220,0.7168458781362007,0.9818343161596976
2,TSC_hom,OFT-0658-00,medium,95,279,13,120,52,false,21,0.9779758511618708,0.24367250150503264,0.3207150087090518,0.046917611028762365,220,0.7168458781362007,0.9813966079290415
2,TSC_hom,OFT-0658-00,medium,95,279,26,10,10,true,0,1.0917036821006927,0.3153512430552756,0.40527135339619913,0.36994239885593483,220,0.7168458781362007,0.9980045546792871
2,TSC_hom,OFT-0658-00,medium,95,279,26,10,10,true,7,1.115015690565992,0.3167076717870128,0.4367442375633994,0.42540328648641484,220,0.7168458781362007,0.998680202687779
2,TSC_hom,OFT-0658-00,medium,95,279,26,10,10,true,11,1.1779654055309496,0.3246659873054178,0.519190395551011,0.5474228862251022,220,0.7168458781362007,0.9996753682114805
2,TSC_hom,OFT-0658-00,medium,95,279,26,10,10,true,15,1.2537405879039278,0.33232327391867006,0.6275960032465732,0.6892302781802631,220,0.7168458781362007,1.0
2,TSC_hom,OFT-0658-00,medium,95,279,26,10,10,true,21,1.1095505709431766,0.27399651218435467,0.40697369951312734,0.3957528150801811,220,0.7168458781362007,0.9999718975002871
2,TSC_hom,OFT-0658-00,medium,95,279,26,10,10,false,0,1.0917036821006911,0.3153512430552752,0.4052713533961928,0.36994239885592123,220,0.7168458781362007,0.9980045546792891
2,TSC_hom,OFT-0658-00,medium,95,279,26,10,10,false,7,1.1150156905659796,0.3167076717870093,0.43674423756337766,0.4254032864863698,220,0.7168458781362007,0.9986802026877792
2,TSC_hom,OFT-0658-00,medium,95,279,26,10,10,false,11,1.1779654055309796,0.324665987305426,0.5191903955510525,0.547422886225191,220,0.7168458781362007,0.9996753682114797
2,TSC_hom,OFT-0658-00,medium,95,279,26,10,10,false,15,1.2743959140389023,0.337798286589759,0.6523898694473672,0.7409325043216487,220,0.7168458781362007,1.0003955595908751
2,TSC_hom,OFT-0658-00,medium,95,279,26,10,10,false,21,1.1095505709431774,0.2739965121843549,0.40697369951313067,0.39575281508018495,220,0.7168458781362007,0.9999718975002865
2,TSC_hom,OFT-0658-00,medium,95,279,26,20,20,true,0,1.1400120116544084,0.32930566312773907,0.45596465073803555,0.21293421476598776,220,0.7168458781362007,0.9919506107964842
2,TSC_hom,OFT-0658-00,medium,95,279,26,20,20,true,7,1.0589335114184828,0.30077815928164725,0.39163099643990834,0.07149362807575774,220,0.7168458781362007,0.9920617941946935
2,TSC_hom,OFT-0658-00,medium,95,279,26,20,20,true,11,1.1368263577753874,0.31332741191631786,0.4680292488153475,0.30268239506232963,220,0.7168458781362007,0.9942003039405009
2,TSC_hom,OFT-0658-00,medium,95,279,26,20,20,true,15,1.190081930547452,0.3154495652503247,0.5410801909391251,0.32190196725495057,220,0.7168458781362007,0.9967502573186899
2,TSC_hom,OFT-0658-00,medium,95,279,26,20,20,true,21,0.9477576692199772,0.23404277602372228,0.5697134513725409,0.297707372783144,220,0.7168458781362007,0.9934623445625924
2,TSC_hom,OFT-0658-00,medium,95,279,26,20,20,false,0,1.1400120116544092,0.3293056631277393,0.45596465073803794,0.21293421476599392,220,0.7168458781362007,0.9919506107964855
2,TSC_hom,OFT-0658-00,medium,95,279,26,20,20,false,7,1.058933511418485,0.3007781592816479,0.3916309964399142,0.07149362807576028,220,0.7168458781362007,0.9920617941946913
2,TSC_hom,OFT-0658-00,medium,95,279,26,20,20,false,11,1.136826357775393,0.3133274119163194,0.46802924881535324,0.3026823950623433,220,0.7168458781362007,0.9942003039404996
2,TSC_hom,OFT-0658-00,medium,95,279,26,20,20,false,15,1.1900819305474748,0.31544956525033074,0.5410801909391486,0.32190196725499365,220,0.7168458781362007,0.9967502573186879
2,TSC_hom,OFT-0658-00,medium,95,279,26,20,20,false,21,0.9477576692199655,0.23404277602371942,0.5697134513725741,0.2977073727832157,220,0.7168458781362007,0.9934623445625909
2,TSC_hom,OFT-0658-00,medium,95,279,26,40,40,true,0,1.023083917487076,0.2955296298979166,0.34994028157682816,0.08656977705985051,220,0.7168458781362007,0.9876068137215734
2,TSC_hom,OFT-0658-00,medium,95,279,26,40,40,true,7,1.0715391334151616,0.30435864449613675,0.414379327626042,0.14166125736149868,220,0.7168458781362007,0.9892421212967928
2,TSC_hom,OFT-0658-00,medium,95,279,26,40,40,true,11,1.1088415519270656,0.30561435465874875,0.3817292668696438,0.15649656398655024,220,0.7168458781362007,0.9928046355069421
2,TSC_hom,OFT-0658-00,medium,95,279,26,40,40,true,15,0.9432132066295104,0.25001320357227297,0.3852843934668498,0.0424175403601483,220,0.7168458781362007,0.9857666841545915
2,TSC_hom,OFT-0658-00,medium,95,279,26,40,40,true,21,0.9756240967557438,0.24092421446536783,0.44003812388939406,0.04026538180785488,220,0.7168458781362007,0.9862017019207502
2,TSC_hom,OFT-0658-00,medium,95,279,26,40,40,false,0,1.023083917487086,0.2955296298979195,0.3499402815768425,0.08656977705986968,220,0.7168458781362007,0.9876068137215746
2,TSC_hom,OFT-0658-00,medium,95,279,26,40,40,false,7,1.0715391334151507,0.30435864449613365,0.4143793276260226,0.14166125736146745,220,0.7168458781362007,0.9892421212967908
